name,description,isActive,productInclType,product,paApplies,paType,paPercent,paBaseAmountType,paAmount,rndApplies,roundType,rndToAmount,rndIsMinus,rndPMAmount,customerInclType,customer,dateApplies,dateBegin,dateEnd,qtyApplies,qtyMin,qtyMax,isAutoApply,isTier2,dateCreated,dateLastModified
"Parachi Enterprise, Inc. 01945",,"true","Product","01945","true","Fixed price","0%","Product Price","$155.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Parachi Enterprise, Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/21/2023","06/21/2023"
"ABC 123 Accessories, LLC 01635",,"true","Product","01635","true","Fixed price","0%","Product Price","$530.00","false","Round up to nearest","$1.00","true","$0.01","Customer","ABC 123 Accessories, LLC","false","01/01/2000","01/01/2000","false","1","0","true","false","06/21/2023","06/21/2023"
"Adel Wholesale 01787",,"true","Product","01787","true","Fixed price","0%","Product Price","$163.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Adel Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/21/2023","06/21/2023"
"Alabama Wholesale 01784",,"true","Product","01784","true","Fixed price","0%","Product Price","$179.80","false","Round up to nearest","$1.00","true","$0.01","Customer","Alabama Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/21/2023","06/21/2023"
"EZO Wholesale Inc 01630",,"true","Product","01630","true","Fixed price","0%","Product Price","$425.60","false","Round up to nearest","$1.00","true","$0.01","Customer","EZO Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/23/2023","06/23/2023"
"EZO Wholesale Inc 01830",,"true","Product","01830","true","Fixed price","0%","Product Price","$159.60","false","Round up to nearest","$1.00","true","$0.01","Customer","EZO Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/23/2023","06/23/2023"
"EZO Wholesale Inc 01791",,"true","Product","01791","true","Fixed price","0%","Product Price","$127.00","false","Round up to nearest","$1.00","true","$0.01","Customer","EZO Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/23/2023","06/23/2023"
"EZO Wholesale Inc 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$156.00","false","Round up to nearest","$1.00","true","$0.01","Customer","EZO Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/23/2023","06/23/2023"
"EZO Wholesale Inc 01826",,"true","Product","01826","true","Fixed price","0%","Product Price","$116.00","false","Round up to nearest","$1.00","true","$0.01","Customer","EZO Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/23/2023","06/23/2023"
"EZO Wholesale Inc 02831",,"true","Product","02831","true","Fixed price","0%","Product Price","$207.60","false","Round up to nearest","$1.00","true","$0.01","Customer","EZO Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/23/2023","06/23/2023"
"EZO Wholesale Inc 01963",,"true","Product","01963","true","Fixed price","0%","Product Price","$169.00","false","Round up to nearest","$1.00","true","$0.01","Customer","EZO Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/23/2023","06/23/2023"
"EZO Wholesale Inc 01949",,"true","Product","01949","true","Fixed price","0%","Product Price","$130.00","false","Round up to nearest","$1.00","true","$0.01","Customer","EZO Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/23/2023","06/23/2023"
"EZO Wholesale Inc 01945",,"true","Product","01945","true","Fixed price","0%","Product Price","$155.00","false","Round up to nearest","$1.00","true","$0.01","Customer","EZO Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/23/2023","06/23/2023"
"EZO Wholesale Inc 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$152.00","false","Round up to nearest","$1.00","true","$0.01","Customer","EZO Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/23/2023","07/07/2023"
"EZO Wholesale Inc 01955",,"true","Product","01955","true","Fixed price","0%","Product Price","$180.00","false","Round up to nearest","$1.00","true","$0.01","Customer","EZO Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/23/2023","06/23/2023"
"EZO Wholesale Inc 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$180.00","false","Round up to nearest","$1.00","true","$0.01","Customer","EZO Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/23/2023","06/23/2023"
"Young's JK Inc. 01784",,"true","Product","01784","true","Fixed price","0%","Product Price","$179.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Young's JK Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/26/2023","06/26/2023"
"Golden Star 15787.J",,"true","Product","15787.J","true","Fixed price","0%","Product Price","$594.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Golden Star","false","01/01/1000","01/01/3000","false","1","0","true","false","06/26/2023","06/26/2023"
"4 Aces Wholesale Distributor 01784",,"true","Product","01784","true","Fixed price","0%","Product Price","$177.00","false","Round up to nearest","$1.00","true","$0.01","Customer","4 Aces Wholesale Distributor","false","01/01/1000","01/01/3000","false","1","0","true","false","06/26/2023","06/26/2023"
"4 Aces Wholesale Distributor 01786",,"true","Product","01786","true","Fixed price","0%","Product Price","$215.00","false","Round up to nearest","$1.00","true","$0.01","Customer","4 Aces Wholesale Distributor","false","01/01/1000","01/01/3000","false","1","0","true","false","06/26/2023","06/26/2023"
"Texas Wholesale - Dallas 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$146.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Texas Wholesale - Dallas","false","01/01/1000","01/01/3000","false","1","0","true","false","06/26/2023","06/26/2023"
"Texas Wholesale - Dallas 01782",,"true","Product","01782","true","Fixed price","0%","Product Price","$159.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Texas Wholesale - Dallas","false","01/01/1000","01/01/3000","false","1","0","true","false","06/26/2023","06/26/2023"
"Texas Wholesale - Dallas 01787",,"true","Product","01787","true","Fixed price","0%","Product Price","$159.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Texas Wholesale - Dallas","false","01/01/1000","01/01/3000","false","1","0","true","false","06/26/2023","06/26/2023"
"Frank P. Corso Inc. 01784",,"true","Product","01784","true","Fixed price","0%","Product Price","$184.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Frank P. Corso Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/26/2023","06/26/2023"
"Golden Star 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$155.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Golden Star","false","01/01/1000","01/01/3000","false","1","0","true","false","06/26/2023","06/26/2023"
"Adel Wholesale 01949",,"true","Product","01949","true","Fixed price","0%","Product Price","$130.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Adel Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/27/2023","06/27/2023"
"Adel Wholesale 01791",,"true","Product","01791","true","Fixed price","0%","Product Price","$125.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Adel Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/27/2023","06/27/2023"
"Beam Wholesale 01842",,"true","Product","01842","true","Fixed price","0%","Product Price","$201.20","false","Round up to nearest","$1.00","true","$0.01","Customer","Beam Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/27/2023","06/27/2023"
"Beam Wholesale 01947",,"true","Product","01947","true","Fixed price","0%","Product Price","$152.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Beam Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/27/2023","06/27/2023"
"Beam Wholesale 15787.J.40",,"true","Product","15787.J.40","true","Fixed price","0%","Product Price","$498.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Beam Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/27/2023","06/27/2023"
"Beam Wholesale 01791",,"true","Product","01791","true","Fixed price","0%","Product Price","$118.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Beam Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/27/2023","06/27/2023"
"Allison Wholesale 01787",,"true","Product","01787","true","Fixed price","0%","Product Price","$169.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Allison Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/27/2023","06/27/2023"
"Allison Wholesale 01884",,"true","Product","01884","true","Fixed price","0%","Product Price","$159.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Allison Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/27/2023","06/27/2023"
"Proveedor Jiron, Inc 01792",,"true","Product","01792","true","Fixed price","0%","Product Price","$150.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Proveedor Jiron, Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/27/2023","06/27/2023"
"Proveedor Jiron, Inc 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$153.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Proveedor Jiron, Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/27/2023","06/27/2023"
"Proveedor Jiron, Inc 01896",,"true","Product","01896","true","Fixed price","0%","Product Price","$392.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Proveedor Jiron, Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/27/2023","06/27/2023"
"Beam Wholesale 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$151.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Beam Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/27/2023","06/27/2023"
"William F. Brockman Co. 01792",,"true","Product","01792","true","Fixed price","0%","Product Price","$155.00","false","Round up to nearest","$1.00","true","$0.01","Customer","William F. Brockman Co.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/28/2023","06/28/2023"
"C.Y. Wholesale Co. 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$152.00","false","Round up to nearest","$1.00","true","$0.01","Customer","C.Y. Wholesale Co.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/29/2023","06/29/2023"
"International Foods 01784",,"true","Product","01784","true","Fixed price","0%","Product Price","$181.00","false","Round up to nearest","$1.00","true","$0.01","Customer","International Foods","false","01/01/1000","01/01/3000","false","1","0","true","false","06/30/2023","06/30/2023"
"Houston Cash-N-Carry North 01792",,"true","Product","01792","true","Fixed price","0%","Product Price","$149.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Houston Cash-N-Carry North","false","01/01/1000","01/01/3000","false","1","0","true","false","06/30/2023","06/30/2023"
"Houston Cash-N-Carry North 01791",,"true","Product","01791","true","Fixed price","0%","Product Price","$133.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Houston Cash-N-Carry North","false","01/01/1000","01/01/3000","false","1","0","true","false","07/03/2023","07/03/2023"
"Gazaly Trading 01791",,"true","Product","01791","true","Fixed price","0%","Product Price","$125.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Gazaly Trading","false","01/01/1000","01/01/3000","false","1","0","true","false","07/03/2023","07/03/2023"
"Gazaly Trading 01784",,"true","Product","01784","true","Fixed price","0%","Product Price","$182.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Gazaly Trading","false","01/01/1000","01/01/3000","false","1","0","true","false","07/03/2023","07/03/2023"
"Gazaly Trading 01792",,"true","Product","01792","true","Fixed price","0%","Product Price","$146.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Gazaly Trading","false","01/01/1000","01/01/3000","false","1","0","true","false","07/03/2023","07/03/2023"
"HYC Hareth Wholesale 01630",,"true","Product","01630","true","Fixed price","0%","Product Price","$444.00","false","Round up to nearest","$1.00","true","$0.01","Customer","HYC Hareth Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","07/03/2023","07/03/2023"
"Indiana Import LLC 15787.D.40",,"true","Product","15787.D.40","true","Fixed price","0%","Product Price","$280.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Indiana Import LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","07/03/2023","07/03/2023"
"Jaime GM 01842",,"true","Product","01842","true","Fixed price","0%","Product Price","$219.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Jaime GM","false","01/01/1000","01/01/3000","false","1","0","true","false","07/03/2023","07/03/2023"
